college_id,college_name,course_type,category,region,city,avg_fee_annual,admission_mode,admission_difficulty,is_government,is_private,courses_offered,original_fee_structure,address
COL117,"Private Commerce College, Kathua",B.Com,Private,Jammu,Kathua,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Kathua, J&K"
COL118,"Private Arts College, Kathua",BA,Private,Jammu,Kathua,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Kathua, J&K"
COL119,"Government Degree College, Samba",BA,Government,Jammu,Samba,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Samba, J&K"
COL120,"Government Degree College, Samba",B.Com,Government,Jammu,Samba,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Samba, J&K"
COL121,"Government Degree College, Samba",B.Sc,Government,Jammu,Samba,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Samba, J&K"
COL122,"Private College of Science, Samba",B.Sc,Private,Jammu,Samba,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Samba, J&K"
COL123,"Private Commerce College, Samba",B.Com,Private,Jammu,Samba,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Samba, J&K"
COL124,"Private Arts College, Samba",BA,Private,Jammu,Samba,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Samba, J&K"
COL125,"Government Degree College, Rajouri",BA,Government,Jammu,Rajouri,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Rajouri, J&K"
COL126,"Government Degree College, Rajouri",B.Com,Government,Jammu,Rajouri,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Rajouri, J&K"
COL127,"Government Degree College, Rajouri",B.Sc,Government,Jammu,Rajouri,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Rajouri, J&K"
COL128,"Private College of Science, Rajouri",B.Sc,Private,Jammu,Rajouri,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Rajouri, J&K"
COL129,"Private Commerce College, Rajouri",B.Com,Private,Jammu,Rajouri,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Rajouri, J&K"
COL130,"Private Arts College, Rajouri",BA,Private,Jammu,Rajouri,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Rajouri, J&K"
COL131,"Government Degree College, Poonch",BA,Government,Jammu,Poonch,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Poonch, J&K"
COL132,"Government Degree College, Poonch",B.Com,Government,Jammu,Poonch,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Poonch, J&K"
COL133,"Government Degree College, Poonch",B.Sc,Government,Jammu,Poonch,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Poonch, J&K"
COL134,"Private College of Science, Poonch",B.Sc,Private,Jammu,Poonch,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Poonch, J&K"
COL135,"Private Commerce College, Poonch",B.Com,Private,Jammu,Poonch,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Poonch, J&K"
COL136,"Private Arts College, Poonch",BA,Private,Jammu,Poonch,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Poonch, J&K"
COL137,"Government Degree College, Doda",BA,Government,Jammu,Doda,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Doda, J&K"
COL138,"Government Degree College, Doda",B.Com,Government,Jammu,Doda,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Doda, J&K"
COL139,"Government Degree College, Doda",B.Sc,Government,Jammu,Doda,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Doda, J&K"
COL140,"Private College of Science, Doda",B.Sc,Private,Jammu,Doda,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Doda, J&K"
COL141,"Private Commerce College, Doda",B.Com,Private,Jammu,Doda,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Doda, J&K"
COL142,"Private Arts College, Doda",BA,Private,Jammu,Doda,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Doda, J&K"
COL143,"Government Degree College, Kishtwar",BA,Government,Jammu,Kishtwar,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Kishtwar, J&K"
COL144,"Government Degree College, Kishtwar",B.Com,Government,Jammu,Kishtwar,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Kishtwar, J&K"
COL145,"Government Degree College, Kishtwar",B.Sc,Government,Jammu,Kishtwar,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Kishtwar, J&K"
COL146,"Private College of Science, Kishtwar",B.Sc,Private,Jammu,Kishtwar,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Kishtwar, J&K"
COL147,"Private Commerce College, Kishtwar",B.Com,Private,Jammu,Kishtwar,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Kishtwar, J&K"
COL148,"Private Arts College, Kishtwar",BA,Private,Jammu,Kishtwar,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Kishtwar, J&K"
COL149,"Government Degree College, Ramban",BA,Government,Jammu,Ramban,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Ramban, J&K"
COL150,"Government Degree College, Ramban",B.Com,Government,Jammu,Ramban,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Ramban, J&K"
COL151,"Government Degree College, Ramban",B.Sc,Government,Jammu,Ramban,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Ramban, J&K"
COL152,"Private College of Science, Ramban",B.Sc,Private,Jammu,Ramban,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Ramban, J&K"
COL153,"Private Commerce College, Ramban",B.Com,Private,Jammu,Ramban,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Ramban, J&K"
COL154,"Private Arts College, Ramban",BA,Private,Jammu,Ramban,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Ramban, J&K"
COL155,"Government Degree College, Reasi",BA,Government,Jammu,Reasi,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Reasi, J&K"
COL156,"Government Degree College, Reasi",B.Com,Government,Jammu,Reasi,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Reasi, J&K"
COL157,"Government Degree College, Reasi",B.Sc,Government,Jammu,Reasi,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Reasi, J&K"
COL158,"Private College of Science, Reasi",B.Sc,Private,Jammu,Reasi,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Reasi, J&K"
COL159,"Private Commerce College, Reasi",B.Com,Private,Jammu,Reasi,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Reasi, J&K"
COL160,"Private Arts College, Reasi",BA,Private,Jammu,Reasi,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Reasi, J&K"
COL161,"Government Degree College, Srinagar",BA,Government,Kashmir,Srinagar,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Srinagar, J&K"
COL162,"Government Degree College, Srinagar",B.Com,Government,Kashmir,Srinagar,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Srinagar, J&K"
COL163,"Government Degree College, Srinagar",B.Sc,Government,Kashmir,Srinagar,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Srinagar, J&K"
COL164,"Private College of Science, Srinagar",B.Sc,Private,Kashmir,Srinagar,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Srinagar, J&K"
COL165,"Private Commerce College, Srinagar",B.Com,Private,Kashmir,Srinagar,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Srinagar, J&K"
COL166,"Private Arts College, Srinagar",BA,Private,Kashmir,Srinagar,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Srinagar, J&K"
COL167,"Government Degree College, Baramulla",BA,Government,Kashmir,Baramulla,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Baramulla, J&K"
COL168,"Government Degree College, Baramulla",B.Com,Government,Kashmir,Baramulla,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Baramulla, J&K"
COL169,"Government Degree College, Baramulla",B.Sc,Government,Kashmir,Baramulla,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Baramulla, J&K"
COL170,"Private College of Science, Baramulla",B.Sc,Private,Kashmir,Baramulla,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Baramulla, J&K"
COL171,"Private Commerce College, Baramulla",B.Com,Private,Kashmir,Baramulla,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Baramulla, J&K"
COL172,"Private Arts College, Baramulla",BA,Private,Kashmir,Baramulla,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Baramulla, J&K"
COL173,"Government Degree College, Anantnag",BA,Government,Kashmir,Anantnag,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Anantnag, J&K"
COL174,"Government Degree College, Anantnag",B.Com,Government,Kashmir,Anantnag,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Anantnag, J&K"
COL175,"Government Degree College, Anantnag",B.Sc,Government,Kashmir,Anantnag,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Anantnag, J&K"
COL176,"Private College of Science, Anantnag",B.Sc,Private,Kashmir,Anantnag,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Anantnag, J&K"
COL177,"Private Commerce College, Anantnag",B.Com,Private,Kashmir,Anantnag,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Anantnag, J&K"
COL178,"Private Arts College, Anantnag",BA,Private,Kashmir,Anantnag,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Anantnag, J&K"
COL179,"Government Degree College, Kupwara",BA,Government,Kashmir,Kupwara,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Kupwara, J&K"
COL180,"Government Degree College, Kupwara",B.Com,Government,Kashmir,Kupwara,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Kupwara, J&K"
COL181,"Government Degree College, Kupwara",B.Sc,Government,Kashmir,Kupwara,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Kupwara, J&K"
COL182,"Private College of Science, Kupwara",B.Sc,Private,Kashmir,Kupwara,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Kupwara, J&K"
COL183,"Private Commerce College, Kupwara",B.Com,Private,Kashmir,Kupwara,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Kupwara, J&K"
COL184,"Private Arts College, Kupwara",BA,Private,Kashmir,Kupwara,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Kupwara, J&K"
COL185,"Government Degree College, Budgam",BA,Government,Kashmir,Budgam,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Budgam, J&K"
COL186,"Government Degree College, Budgam",B.Com,Government,Kashmir,Budgam,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Budgam, J&K"
COL187,"Government Degree College, Budgam",B.Sc,Government,Kashmir,Budgam,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Budgam, J&K"
COL188,"Private College of Science, Budgam",B.Sc,Private,Kashmir,Budgam,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Budgam, J&K"
COL189,"Private Commerce College, Budgam",B.Com,Private,Kashmir,Budgam,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Budgam, J&K"
COL190,"Private Arts College, Budgam",BA,Private,Kashmir,Budgam,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Budgam, J&K"
COL191,"Government Degree College, Pulwama",BA,Government,Kashmir,Pulwama,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Pulwama, J&K"
COL192,"Government Degree College, Pulwama",B.Com,Government,Kashmir,Pulwama,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Pulwama, J&K"
COL193,"Government Degree College, Pulwama",B.Sc,Government,Kashmir,Pulwama,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Pulwama, J&K"
COL194,"Private College of Science, Pulwama",B.Sc,Private,Kashmir,Pulwama,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Pulwama, J&K"
COL195,"Private Commerce College, Pulwama",B.Com,Private,Kashmir,Pulwama,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Pulwama, J&K"
COL196,"Private Arts College, Pulwama",BA,Private,Kashmir,Pulwama,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Pulwama, J&K"
COL197,"Government Degree College, Shopian",BA,Government,Kashmir,Shopian,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Shopian, J&K"
COL198,"Government Degree College, Shopian",B.Com,Government,Kashmir,Shopian,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Shopian, J&K"
COL199,"Government Degree College, Shopian",B.Sc,Government,Kashmir,Shopian,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Shopian, J&K"
COL200,"Private College of Science, Shopian",B.Sc,Private,Kashmir,Shopian,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Shopian, J&K"
COL201,"Private Commerce College, Shopian",B.Com,Private,Kashmir,Shopian,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Shopian, J&K"
COL202,"Private Arts College, Shopian",BA,Private,Kashmir,Shopian,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Shopian, J&K"
COL203,"Government Degree College, Kulgam",BA,Government,Kashmir,Kulgam,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Kulgam, J&K"
COL204,"Government Degree College, Kulgam",B.Com,Government,Kashmir,Kulgam,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Kulgam, J&K"
COL205,"Government Degree College, Kulgam",B.Sc,Government,Kashmir,Kulgam,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Kulgam, J&K"
COL206,"Private College of Science, Kulgam",B.Sc,Private,Kashmir,Kulgam,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Kulgam, J&K"
COL207,"Private Commerce College, Kulgam",B.Com,Private,Kashmir,Kulgam,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Kulgam, J&K"
COL208,"Private Arts College, Kulgam",BA,Private,Kashmir,Kulgam,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Kulgam, J&K"
COL209,"Government Degree College, Ganderbal",BA,Government,Kashmir,Ganderbal,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Ganderbal, J&K"
COL210,"Government Degree College, Ganderbal",B.Com,Government,Kashmir,Ganderbal,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Ganderbal, J&K"
COL211,"Government Degree College, Ganderbal",B.Sc,Government,Kashmir,Ganderbal,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Ganderbal, J&K"
COL212,"Private College of Science, Ganderbal",B.Sc,Private,Kashmir,Ganderbal,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Ganderbal, J&K"
COL213,"Private Commerce College, Ganderbal",B.Com,Private,Kashmir,Ganderbal,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Ganderbal, J&K"
COL214,"Private Arts College, Ganderbal",BA,Private,Kashmir,Ganderbal,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Ganderbal, J&K"
COL215,"Government Degree College, Bandipora",BA,Government,Kashmir,Bandipora,5500,Merit-based,2,1,0,BA programs,"5,500 (Annual)","Bandipora, J&K"
COL216,"Government Degree College, Bandipora",B.Com,Government,Kashmir,Bandipora,6000,Merit-based,2,1,0,B.Com programs,"6,000 (Annual)","Bandipora, J&K"
COL217,"Government Degree College, Bandipora",B.Sc,Government,Kashmir,Bandipora,6500,Merit-based,2,1,0,B.Sc programs,"6,500 (Annual)","Bandipora, J&K"
COL218,"Private College of Science, Bandipora",B.Sc,Private,Kashmir,Bandipora,45000,Merit-based,2,0,1,B.Sc programs,"45,000 (Annual)","Bandipora, J&K"
COL219,"Private Commerce College, Bandipora",B.Com,Private,Kashmir,Bandipora,35000,Merit-based,2,0,1,B.Com programs,"35,000 (Annual)","Bandipora, J&K"
COL220,"Private Arts College, Bandipora",BA,Private,Kashmir,Bandipora,30000,Merit-based,2,0,1,BA programs,"30,000 (Annual)","Bandipora, J&K"
